2023-04-15 19:47:03,899 - cli.py - This is Paynt version 0.1.0.
2023-04-15 19:47:03,899 - sketch.py - loading sketch from ./models/pomdp/no-goal-state/blind-nanny/sketch.templ ...
2023-04-15 19:47:03,901 - prism_parser.py - PRISM model type: PrismModelType.POMDP
2023-04-15 19:47:03,901 - prism_parser.py - loading properties from ./models/pomdp/no-goal-state/blind-nanny/sketch.props ...
2023-04-15 19:47:03,902 - prism_parser.py - found the following specification: constraints: LRA>3/5 ["goal1"],LRA>3/5 ["goal2"], optimality objective: none
2023-04-15 19:47:03,917 - sketch.py - constructed explicit quotient having 27 states and 90 actions
2023-04-15 19:47:03,917 - sketch.py - found the following specification constraints: LRA>3/5 ["goal1"],LRA>3/5 ["goal2"], optimality objective: none
2023-04-15 19:47:03,918 - quotient_pomdp.py - Constructed POMDP having 15 observations.
2023-04-15 19:47:03,918 - quotient_pomdp.py - Unfolding POMDP using the following memory allocation vector: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] ...
2023-04-15 19:47:03,918 - quotient_pomdp.py - Constructed quotient MDP having 27 states and 90 actions.
2023-04-15 19:47:03,919 - synthesizer.py - Synthesis initiated.
> Progress 3.322%, elapsed 3.1 s, iters = (958, 0), opt = -
> Progress 28.2237%, elapsed 3222.6 s, iters = (24128, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24129, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24130, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24131, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24132, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24133, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24134, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24135, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24136, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24137, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24138, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24139, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24140, 0), opt = -
> Progress 28.2238%, elapsed 3222.6 s, iters = (24141, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24142, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24143, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24144, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24145, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24146, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24147, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24148, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24149, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24150, 0), opt = -
> Progress 28.2239%, elapsed 3222.6 s, iters = (24151, 0), opt = -
> Progress 28.224%, elapsed 3222.6 s, iters = (24152, 0), opt = -
> Progress 28.3081%, elapsed 3225.0 s, iters = (24923, 0), opt = -
> Progress 28.4179%, elapsed 3228.1 s, iters = (26111, 0), opt = -
> Progress 28.4366%, elapsed 3231.0 s, iters = (26598, 0), opt = -
> Progress 29.0042%, elapsed 3234.0 s, iters = (27625, 0), opt = -
> Progress 29.1078%, elapsed 3247.4 s, iters = (28049, 0), opt = -
> Progress 29.1078%, elapsed 3247.4 s, iters = (28050, 0), opt = -
> Progress 29.1078%, elapsed 3247.4 s, iters = (28051, 0), opt = -
> Progress 29.1078%, elapsed 3247.4 s, iters = (28052, 0), opt = -
> Progress 29.181%, elapsed 3258.9 s, iters = (28247, 0), opt = -
> Progress 29.181%, elapsed 3258.9 s, iters = (28248, 0), opt = -
> Progress 29.181%, elapsed 3258.9 s, iters = (28249, 0), opt = -
> Progress 29.181%, elapsed 3258.9 s, iters = (28250, 0), opt = -
> Progress 29.2055%, elapsed 3282.1 s, iters = (28460, 0), opt = -
> Progress 29.2055%, elapsed 3282.1 s, iters = (28461, 0), opt = -
> Progress 29.2055%, elapsed 3282.1 s, iters = (28462, 0), opt = -
> Progress 29.2055%, elapsed 3282.1 s, iters = (28463, 0), opt = -
> Progress 29.2055%, elapsed 3282.1 s, iters = (28464, 0), opt = -
> Progress 29.2055%, elapsed 3282.1 s, iters = (28465, 0), opt = -
> Progress 29.2055%, elapsed 3282.1 s, iters = (28466, 0), opt = -
> Progress 29.2055%, elapsed 3282.1 s, iters = (28467, 0), opt = -
> Progress 29.2787%, elapsed 3305.9 s, iters = (28688, 0), opt = -
> Progress 29.2787%, elapsed 3305.9 s, iters = (28689, 0), opt = -
> Progress 29.2787%, elapsed 3305.9 s, iters = (28690, 0), opt = -
> Progress 29.2787%, elapsed 3305.9 s, iters = (28691, 0), opt = -
> Progress 29.2787%, elapsed 3305.9 s, iters = (28692, 0), opt = -
> Progress 29.2787%, elapsed 3305.9 s, iters = (28693, 0), opt = -
> Progress 29.2787%, elapsed 3305.9 s, iters = (28694, 0), opt = -
> Progress 29.2787%, elapsed 3306.0 s, iters = (28697, 0), opt = -
> Progress 29.3955%, elapsed 3309.1 s, iters = (29470, 0), opt = -
> Progress 29.3956%, elapsed 3335.1 s, iters = (29477, 0), opt = -
> Progress 29.3956%, elapsed 3359.9 s, iters = (29478, 0), opt = -
> Progress 29.3956%, elapsed 3359.9 s, iters = (29479, 0), opt = -
> Progress 29.3956%, elapsed 3359.9 s, iters = (29480, 0), opt = -
> Progress 29.3956%, elapsed 3359.9 s, iters = (29481, 0), opt = -
> Progress 29.3956%, elapsed 3359.9 s, iters = (29482, 0), opt = -
> Progress 29.3956%, elapsed 3408.9 s, iters = (29483, 0), opt = -
> Progress 29.3956%, elapsed 3408.9 s, iters = (29484, 0), opt = -
> Progress 29.3956%, elapsed 3408.9 s, iters = (29485, 0), opt = -
> Progress 29.3956%, elapsed 3408.9 s, iters = (29486, 0), opt = -
> Progress 29.3956%, elapsed 3408.9 s, iters = (29487, 0), opt = -
> Progress 29.3956%, elapsed 3408.9 s, iters = (29488, 0), opt = -
> Progress 29.3956%, elapsed 3408.9 s, iters = (29489, 0), opt = -
> Progress 29.3956%, elapsed 3408.9 s, iters = (29490, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29491, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29492, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29493, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29494, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29495, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29496, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29497, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29498, 0), opt = -
> Progress 29.3957%, elapsed 3408.9 s, iters = (29499, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29500, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29501, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29502, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29503, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29504, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29505, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29506, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29507, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29508, 0), opt = -
> Progress 29.3958%, elapsed 3408.9 s, iters = (29509, 0), opt = -
> Progress 29.4932%, elapsed 3411.1 s, iters = (30086, 0), opt = -
> Progress 29.5908%, elapsed 3414.0 s, iters = (30726, 0), opt = -
> Progress 50.197%, elapsed 3417.1 s, iters = (33552, 0), opt = -
> Progress 50.1974%, elapsed 3444.5 s, iters = (33575, 0), opt = -
> Progress 50.1974%, elapsed 3470.0 s, iters = (33576, 0), opt = -
> Progress 50.1974%, elapsed 3470.0 s, iters = (33577, 0), opt = -
> Progress 50.1974%, elapsed 3470.0 s, iters = (33578, 0), opt = -
> Progress 50.1974%, elapsed 3520.0 s, iters = (33579, 0), opt = -
> Progress 50.1974%, elapsed 3520.0 s, iters = (33580, 0), opt = -
> Progress 50.1975%, elapsed 3520.0 s, iters = (33581, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33582, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33583, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33584, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33585, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33586, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33587, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33588, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33589, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33590, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33591, 0), opt = -
> Progress 50.1976%, elapsed 3520.0 s, iters = (33592, 0), opt = -
> Progress 50.1977%, elapsed 3520.0 s, iters = (33593, 0), opt = -
> Progress 50.1977%, elapsed 3520.0 s, iters = (33594, 0), opt = -
> Progress 50.1977%, elapsed 3520.0 s, iters = (33595, 0), opt = -
> Progress 50.1978%, elapsed 3520.0 s, iters = (33596, 0), opt = -
> Progress 50.1978%, elapsed 3520.0 s, iters = (33597, 0), opt = -
> Progress 50.1978%, elapsed 3520.0 s, iters = (33598, 0), opt = -
> Progress 50.1978%, elapsed 3520.0 s, iters = (33599, 0), opt = -
> Progress 50.1978%, elapsed 3520.0 s, iters = (33600, 0), opt = -
> Progress 50.1978%, elapsed 3520.0 s, iters = (33601, 0), opt = -
> Progress 50.1979%, elapsed 3520.0 s, iters = (33602, 0), opt = -
> Progress 50.1979%, elapsed 3520.0 s, iters = (33603, 0), opt = -
> Progress 50.1979%, elapsed 3520.0 s, iters = (33604, 0), opt = -
> Progress 50.1979%, elapsed 3520.0 s, iters = (33605, 0), opt = -
> Progress 50.198%, elapsed 3520.0 s, iters = (33606, 0), opt = -
> Progress 50.198%, elapsed 3520.0 s, iters = (33607, 0), opt = -
> Progress 50.198%, elapsed 3520.0 s, iters = (33608, 0), opt = -
> Progress 50.2035%, elapsed 3534.6 s, iters = (33810, 0), opt = -
> Progress 50.2035%, elapsed 3547.6 s, iters = (33811, 0), opt = -
> Progress 50.2035%, elapsed 3547.6 s, iters = (33812, 0), opt = -
> Progress 50.2035%, elapsed 3547.6 s, iters = (33813, 0), opt = -
> Progress 50.2035%, elapsed 3572.8 s, iters = (33814, 0), opt = -
> Progress 50.2035%, elapsed 3572.8 s, iters = (33815, 0), opt = -
> Progress 50.2036%, elapsed 3572.8 s, iters = (33816, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33817, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33818, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33819, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33820, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33821, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33822, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33823, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33824, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33825, 0), opt = -
> Progress 50.2037%, elapsed 3572.8 s, iters = (33826, 0), opt = -
> Progress 50.2059%, elapsed 3573.1 s, iters = (33886, 0), opt = -
> Progress 50.2996%, elapsed 3576.1 s, iters = (35011, 0), opt = -
> Progress 50.3563%, elapsed 3579.0 s, iters = (36056, 0), opt = -
> Progress 50.3967%, elapsed 3582.0 s, iters = (37102, 0), opt = -
> Progress 50.5122%, elapsed 3585.0 s, iters = (38708, 0), opt = -
> Progress 50.5876%, elapsed 3588.1 s, iters = (40466, 0), opt = -
> Progress 50.5935%, elapsed 3591.1 s, iters = (40780, 0), opt = -
> Progress 50.6838%, elapsed 3594.0 s, iters = (41646, 0), opt = -
> Progress 50.6992%, elapsed 3597.0 s, iters = (42053, 0), opt = -
> Progress 50.7385%, elapsed 3600.0 s, iters = (42794, 0), opt = -
> Progress 51.9656%, elapsed 3608.5 s, iters = (44310, 0), opt = -
> Progress 51.9657%, elapsed 3608.5 s, iters = (44311, 0), opt = -
> Progress 52.1121%, elapsed 3614.2 s, iters = (44493, 0), opt = -
> Progress 52.1121%, elapsed 3614.2 s, iters = (44494, 0), opt = -
> Progress 52.1514%, elapsed 3615.0 s, iters = (44670, 0), opt = -
> Progress 52.1609%, elapsed 3626.5 s, iters = (44687, 0), opt = -
> Progress 52.161%, elapsed 3626.5 s, iters = (44688, 0), opt = -
> Progress 52.161%, elapsed 3626.5 s, iters = (44689, 0), opt = -
> Progress 52.2949%, elapsed 3627.0 s, iters = (44799, 0), opt = -
> Progress 52.3074%, elapsed 3639.0 s, iters = (44881, 0), opt = -
> Progress 52.3075%, elapsed 3639.0 s, iters = (44882, 0), opt = -
> Progress 52.3075%, elapsed 3639.0 s, iters = (44883, 0), opt = -
> Progress 52.3075%, elapsed 3639.0 s, iters = (44884, 0), opt = -
> Progress 52.541%, elapsed 3642.1 s, iters = (46423, 0), opt = -
> Progress 52.5412%, elapsed 3668.0 s, iters = (46434, 0), opt = -
> Progress 52.5412%, elapsed 3693.1 s, iters = (46435, 0), opt = -
> Progress 52.5412%, elapsed 3693.1 s, iters = (46436, 0), opt = -
> Progress 52.5412%, elapsed 3693.1 s, iters = (46437, 0), opt = -
> Progress 52.5412%, elapsed 3742.3 s, iters = (46438, 0), opt = -
> Progress 52.5412%, elapsed 3742.3 s, iters = (46439, 0), opt = -
> Progress 52.5412%, elapsed 3742.3 s, iters = (46440, 0), opt = -
> Progress 52.5413%, elapsed 3742.3 s, iters = (46441, 0), opt = -
> Progress 52.5413%, elapsed 3742.3 s, iters = (46442, 0), opt = -
> Progress 52.5413%, elapsed 3742.3 s, iters = (46443, 0), opt = -
> Progress 52.5413%, elapsed 3742.3 s, iters = (46444, 0), opt = -
> Progress 52.5413%, elapsed 3742.3 s, iters = (46445, 0), opt = -
> Progress 52.5413%, elapsed 3742.3 s, iters = (46446, 0), opt = -
> Progress 52.5413%, elapsed 3742.3 s, iters = (46447, 0), opt = -
> Progress 52.5414%, elapsed 3742.3 s, iters = (46448, 0), opt = -
> Progress 52.5414%, elapsed 3742.3 s, iters = (46449, 0), opt = -
> Progress 52.5414%, elapsed 3742.3 s, iters = (46450, 0), opt = -
> Progress 52.5414%, elapsed 3742.3 s, iters = (46451, 0), opt = -
> Progress 52.5415%, elapsed 3742.3 s, iters = (46452, 0), opt = -
> Progress 52.5415%, elapsed 3742.3 s, iters = (46453, 0), opt = -
> Progress 52.5415%, elapsed 3742.3 s, iters = (46454, 0), opt = -
> Progress 52.5415%, elapsed 3742.3 s, iters = (46455, 0), opt = -
> Progress 52.5415%, elapsed 3742.3 s, iters = (46456, 0), opt = -
> Progress 52.5416%, elapsed 3742.3 s, iters = (46457, 0), opt = -
> Progress 52.5416%, elapsed 3742.3 s, iters = (46458, 0), opt = -
> Progress 52.5416%, elapsed 3742.3 s, iters = (46459, 0), opt = -
> Progress 52.5416%, elapsed 3742.3 s, iters = (46460, 0), opt = -
> Progress 52.5417%, elapsed 3742.3 s, iters = (46461, 0), opt = -
> Progress 52.5417%, elapsed 3742.3 s, iters = (46462, 0), opt = -
> Progress 52.5417%, elapsed 3742.3 s, iters = (46463, 0), opt = -
> Progress 52.5417%, elapsed 3742.3 s, iters = (46464, 0), opt = -
> Progress 52.5417%, elapsed 3742.3 s, iters = (46465, 0), opt = -
> Progress 52.5417%, elapsed 3742.3 s, iters = (46466, 0), opt = -
> Progress 52.5473%, elapsed 3756.7 s, iters = (46669, 0), opt = -
> Progress 52.5473%, elapsed 3769.5 s, iters = (46670, 0), opt = -
> Progress 52.5473%, elapsed 3769.5 s, iters = (46671, 0), opt = -
> Progress 52.5473%, elapsed 3769.5 s, iters = (46672, 0), opt = -
> Progress 52.5473%, elapsed 3794.3 s, iters = (46673, 0), opt = -
> Progress 52.5473%, elapsed 3794.3 s, iters = (46674, 0), opt = -
> Progress 52.5473%, elapsed 3794.3 s, iters = (46675, 0), opt = -
> Progress 52.5474%, elapsed 3794.3 s, iters = (46676, 0), opt = -
> Progress 52.5474%, elapsed 3794.3 s, iters = (46677, 0), opt = -
> Progress 52.5474%, elapsed 3794.3 s, iters = (46678, 0), opt = -
> Progress 52.5474%, elapsed 3794.3 s, iters = (46679, 0), opt = -
> Progress 52.5474%, elapsed 3794.3 s, iters = (46680, 0), opt = -
> Progress 52.5475%, elapsed 3794.3 s, iters = (46681, 0), opt = -
> Progress 52.5475%, elapsed 3794.3 s, iters = (46682, 0), opt = -
> Progress 52.5475%, elapsed 3794.3 s, iters = (46683, 0), opt = -
> Progress 52.5475%, elapsed 3794.3 s, iters = (46684, 0), opt = -
> Progress 52.5475%, elapsed 3794.3 s, iters = (46685, 0), opt = -
> Progress 52.5501%, elapsed 3795.1 s, iters = (46758, 0), opt = -
> Progress 52.7361%, elapsed 3798.0 s, iters = (48352, 0), opt = -
> Progress 52.7454%, elapsed 3801.1 s, iters = (48694, 0), opt = -
> Progress 52.9314%, elapsed 3804.1 s, iters = (50261, 0), opt = -
> Progress 52.9375%, elapsed 3807.2 s, iters = (50584, 0), opt = -
> Progress 53.2921%, elapsed 3810.0 s, iters = (53807, 0), opt = -
> Progress 53.3224%, elapsed 3838.6 s, iters = (54213, 0), opt = -
> Progress 53.3224%, elapsed 3863.9 s, iters = (54214, 0), opt = -
> Progress 53.3224%, elapsed 3863.9 s, iters = (54215, 0), opt = -
> Progress 53.3224%, elapsed 3863.9 s, iters = (54216, 0), opt = -
> Progress 53.3224%, elapsed 3913.7 s, iters = (54217, 0), opt = -
> Progress 53.3224%, elapsed 3913.7 s, iters = (54218, 0), opt = -
> Progress 53.3225%, elapsed 3913.7 s, iters = (54219, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54220, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54221, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54222, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54223, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54224, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54225, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54226, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54227, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54228, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54229, 0), opt = -
> Progress 53.3226%, elapsed 3913.7 s, iters = (54230, 0), opt = -
> Progress 53.3227%, elapsed 3913.7 s, iters = (54231, 0), opt = -
> Progress 53.3227%, elapsed 3913.7 s, iters = (54232, 0), opt = -
> Progress 53.3227%, elapsed 3913.7 s, iters = (54233, 0), opt = -
> Progress 53.3228%, elapsed 3913.7 s, iters = (54234, 0), opt = -
> Progress 53.3228%, elapsed 3913.7 s, iters = (54235, 0), opt = -
> Progress 53.3228%, elapsed 3913.7 s, iters = (54236, 0), opt = -
> Progress 53.3228%, elapsed 3913.7 s, iters = (54237, 0), opt = -
> Progress 53.3228%, elapsed 3913.7 s, iters = (54238, 0), opt = -
> Progress 53.3228%, elapsed 3913.7 s, iters = (54239, 0), opt = -
> Progress 53.3229%, elapsed 3913.7 s, iters = (54240, 0), opt = -
> Progress 53.3229%, elapsed 3913.7 s, iters = (54241, 0), opt = -
> Progress 53.3229%, elapsed 3913.7 s, iters = (54242, 0), opt = -
> Progress 53.3229%, elapsed 3913.7 s, iters = (54243, 0), opt = -
> Progress 53.323%, elapsed 3913.7 s, iters = (54244, 0), opt = -
> Progress 53.323%, elapsed 3913.7 s, iters = (54245, 0), opt = -
> Progress 53.323%, elapsed 3913.7 s, iters = (54246, 0), opt = -
> Progress 53.3285%, elapsed 3915.0 s, iters = (54442, 0), opt = -
> Progress 53.3285%, elapsed 3928.2 s, iters = (54448, 0), opt = -
> Progress 53.3285%, elapsed 3941.0 s, iters = (54449, 0), opt = -
> Progress 53.3285%, elapsed 3941.0 s, iters = (54450, 0), opt = -
> Progress 53.3285%, elapsed 3941.0 s, iters = (54451, 0), opt = -
> Progress 53.3285%, elapsed 3966.0 s, iters = (54452, 0), opt = -
> Progress 53.3285%, elapsed 3966.0 s, iters = (54453, 0), opt = -
> Progress 53.3286%, elapsed 3966.0 s, iters = (54454, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54455, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54456, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54457, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54458, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54459, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54460, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54461, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54462, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54463, 0), opt = -
> Progress 53.3287%, elapsed 3966.0 s, iters = (54464, 0), opt = -
> Progress 53.4246%, elapsed 3969.1 s, iters = (55648, 0), opt = -
> Progress 53.4774%, elapsed 3972.0 s, iters = (56617, 0), opt = -
> Progress 53.5217%, elapsed 3975.1 s, iters = (57739, 0), opt = -
> Progress 53.6352%, elapsed 3978.0 s, iters = (59328, 0), opt = -
> Progress 53.7126%, elapsed 3981.1 s, iters = (61104, 0), opt = -
> Progress 53.7187%, elapsed 3984.0 s, iters = (61429, 0), opt = -
> Progress 53.811%, elapsed 3987.2 s, iters = (62336, 0), opt = -
> Progress 53.83%, elapsed 3990.0 s, iters = (62810, 0), opt = -
> Progress 53.8791%, elapsed 3993.0 s, iters = (63891, 0), opt = -
> Progress 55.0906%, elapsed 3998.6 s, iters = (64930, 0), opt = -
> Progress 55.2371%, elapsed 4002.3 s, iters = (65113, 0), opt = -
> Progress 55.2371%, elapsed 4002.3 s, iters = (65114, 0), opt = -
> Progress 55.2859%, elapsed 4010.4 s, iters = (65307, 0), opt = -
> Progress 55.286%, elapsed 4010.4 s, iters = (65308, 0), opt = -
> Progress 55.4201%, elapsed 4011.0 s, iters = (65433, 0), opt = -
> Progress 55.4324%, elapsed 4018.6 s, iters = (65495, 0), opt = -
> Progress 55.4325%, elapsed 4018.6 s, iters = (65496, 0), opt = -
> Progress 55.6655%, elapsed 4020.0 s, iters = (67005, 0), opt = -
> Progress 55.6662%, elapsed 4047.3 s, iters = (67042, 0), opt = -
> Progress 55.6662%, elapsed 4072.1 s, iters = (67043, 0), opt = -
> Progress 55.6662%, elapsed 4072.1 s, iters = (67044, 0), opt = -
> Progress 55.6662%, elapsed 4072.1 s, iters = (67045, 0), opt = -
> Progress 55.6662%, elapsed 4120.7 s, iters = (67046, 0), opt = -
> Progress 55.6662%, elapsed 4120.7 s, iters = (67047, 0), opt = -
> Progress 55.6662%, elapsed 4120.7 s, iters = (67048, 0), opt = -
> Progress 55.6663%, elapsed 4120.7 s, iters = (67049, 0), opt = -
> Progress 55.6663%, elapsed 4120.7 s, iters = (67050, 0), opt = -
> Progress 55.6663%, elapsed 4120.7 s, iters = (67051, 0), opt = -
> Progress 55.6663%, elapsed 4120.7 s, iters = (67052, 0), opt = -
> Progress 55.6663%, elapsed 4120.7 s, iters = (67053, 0), opt = -
> Progress 55.6663%, elapsed 4120.7 s, iters = (67054, 0), opt = -
> Progress 55.6663%, elapsed 4120.7 s, iters = (67055, 0), opt = -
> Progress 55.6664%, elapsed 4120.7 s, iters = (67056, 0), opt = -
> Progress 55.6664%, elapsed 4120.7 s, iters = (67057, 0), opt = -
> Progress 55.6664%, elapsed 4120.7 s, iters = (67058, 0), opt = -
> Progress 55.6664%, elapsed 4120.7 s, iters = (67059, 0), opt = -
> Progress 55.6665%, elapsed 4120.7 s, iters = (67060, 0), opt = -
> Progress 55.6665%, elapsed 4120.7 s, iters = (67061, 0), opt = -
> Progress 55.6665%, elapsed 4120.7 s, iters = (67062, 0), opt = -
> Progress 55.6665%, elapsed 4120.7 s, iters = (67063, 0), opt = -
> Progress 55.6665%, elapsed 4120.7 s, iters = (67064, 0), opt = -
> Progress 55.6666%, elapsed 4120.7 s, iters = (67065, 0), opt = -
> Progress 55.6666%, elapsed 4120.7 s, iters = (67066, 0), opt = -
> Progress 55.6666%, elapsed 4120.7 s, iters = (67067, 0), opt = -
> Progress 55.6666%, elapsed 4120.7 s, iters = (67068, 0), opt = -
> Progress 55.6667%, elapsed 4120.7 s, iters = (67069, 0), opt = -
> Progress 55.6667%, elapsed 4120.7 s, iters = (67070, 0), opt = -
> Progress 55.6667%, elapsed 4120.7 s, iters = (67071, 0), opt = -
> Progress 55.6667%, elapsed 4120.7 s, iters = (67072, 0), opt = -
> Progress 55.6667%, elapsed 4120.7 s, iters = (67073, 0), opt = -
> Progress 55.6667%, elapsed 4120.7 s, iters = (67074, 0), opt = -
> Progress 55.6722%, elapsed 4122.0 s, iters = (67271, 0), opt = -
> Progress 55.6723%, elapsed 4135.0 s, iters = (67277, 0), opt = -
> Progress 55.6723%, elapsed 4147.5 s, iters = (67278, 0), opt = -
> Progress 55.6723%, elapsed 4147.5 s, iters = (67279, 0), opt = -
> Progress 55.6723%, elapsed 4147.5 s, iters = (67280, 0), opt = -
> Progress 55.6723%, elapsed 4172.0 s, iters = (67281, 0), opt = -
> Progress 55.6723%, elapsed 4172.0 s, iters = (67282, 0), opt = -
> Progress 55.6723%, elapsed 4172.0 s, iters = (67283, 0), opt = -
> Progress 55.6724%, elapsed 4172.0 s, iters = (67284, 0), opt = -
> Progress 55.6724%, elapsed 4172.0 s, iters = (67285, 0), opt = -
> Progress 55.6724%, elapsed 4172.0 s, iters = (67286, 0), opt = -
> Progress 55.6724%, elapsed 4172.0 s, iters = (67287, 0), opt = -
> Progress 55.6724%, elapsed 4172.0 s, iters = (67288, 0), opt = -
> Progress 55.6725%, elapsed 4172.0 s, iters = (67289, 0), opt = -
> Progress 55.6725%, elapsed 4172.0 s, iters = (67290, 0), opt = -
> Progress 55.6725%, elapsed 4172.0 s, iters = (67291, 0), opt = -
> Progress 55.6725%, elapsed 4172.0 s, iters = (67292, 0), opt = -
> Progress 55.6751%, elapsed 4173.1 s, iters = (67372, 0), opt = -
> Progress 55.8612%, elapsed 4176.1 s, iters = (68966, 0), opt = -
> Progress 55.8897%, elapsed 4179.0 s, iters = (69854, 0), opt = -
> Progress 56.0565%, elapsed 4182.1 s, iters = (70876, 0), opt = -
> Progress 56.0626%, elapsed 4185.0 s, iters = (71200, 0), opt = -

--------------------
Synthesis summary
constraint 1: LRA>3/5 ["goal1"]
constraint 2: LRA>3/5 ["goal2"]

method: AR, synthesis time: 4186.73 s
number of holes: 12, family size: 16777216, super quotient: 27 states / 90 actions
explored: 100 %
AR stats: avg MDP size: 19, iterations: 72581

feasible: no
--------------------

